timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_parking_overlap_events,agv_min_centre_distance,reservation_protocol
2026-09-21 00:47:50,mfsweep_shard0,LPT_MMUR,42,4565.66,137,15,274,16,591,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,82,5495.8,0,0.00000,0.0,0.0,-1.0,529.35,1266.86,1684.57,224.31,0,529.35,1266.86,1684.57,0,-1.0,-1.0,1,216,99.48,552,808.08,545,0.011,releasePrevious
2026-09-21 00:54:28,mfsweep_shard0,LPT_MMUR,43,5598.22,137,15,274,16,736,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,102,6923.4,0,0.00000,0.0,0.0,-1.0,934.95,2339.83,3143.49,454.71,0,934.95,2339.83,3143.49,0,-1.0,-1.0,2,121,71.62,580,1291.56,535,0.292,releasePrevious
2026-09-21 01:00:27,mfsweep_shard0,LPT_MMUR,44,4934.14,137,15,274,16,701,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,86,5000.4,0,0.00000,0.0,0.0,-1.0,818.96,2161.00,3532.55,453.88,0,818.96,2161.00,3532.55,0,-1.0,-1.0,4,142,63.90,651,1213.28,390,0.032,releasePrevious
2026-09-21 01:06:18,mfsweep_shard0,LPT_MMUR,45,4860.24,137,15,274,16,682,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,99,6034.8,0,0.00000,0.0,0.0,-1.0,672.95,1499.00,1625.51,294.00,0,672.95,1499.00,1625.51,0,-1.0,-1.0,4,179,86.88,546,881.26,475,0.094,releasePrevious
2026-09-21 01:11:52,mfsweep_shard0,LPT_MMUR,46,4743.26,137,15,274,16,601,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,81,5276.5,0,0.00000,0.0,0.0,-1.0,544.64,1482.76,1943.89,248.24,0,544.64,1482.76,1943.89,0,-1.0,-1.0,1,183,83.44,498,728.16,529,0.115,releasePrevious
2026-09-21 01:16:55,mfsweep_shard0,LPT_MMUR,47,4106.98,137,15,274,16,594,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,77,4822.2,0,0.00000,0.0,0.0,-1.0,470.66,967.75,1188.26,214.11,0,470.66,967.75,1188.26,0,-1.0,-1.0,2,236,114.04,571,862.16,450,0.013,releasePrevious
2026-09-21 01:23:10,mfsweep_shard0,LPT_MMUR,48,5128.46,137,15,274,16,710,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,91,6067.3,0,0.00000,0.0,0.0,-1.0,851.22,3251.84,4248.83,436.88,0,851.22,3251.84,4248.83,0,-1.0,-1.0,4,134,59.14,575,985.86,448,0.035,releasePrevious
2026-09-21 01:28:26,mfsweep_shard0,LPT_MMUR,49,4385.50,137,15,274,16,601,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,78,5200.1,0,0.00000,0.0,0.0,-1.0,511.13,1252.83,1935.71,223.00,0,511.13,1252.83,1935.71,0,-1.0,-1.0,2,192,95.38,527,626.06,504,0.199,releasePrevious
2026-09-21 01:34:12,mfsweep_shard0,LPT_MMUR,50,4844.78,137,15,274,16,652,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,90,5672.5,0,0.00000,0.0,0.0,-1.0,808.73,2560.92,3485.32,385.40,0,808.73,2560.92,3485.32,0,-1.0,-1.0,4,151,69.18,578,1143.86,506,0.036,releasePrevious
2026-09-21 01:40:06,mfsweep_shard0,LPT_MMUR,51,5004.14,137,15,274,16,638,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,97,6731.8,0,0.00000,0.0,0.0,-1.0,684.06,2096.26,3081.54,281.67,0,684.06,2096.26,3081.54,0,-1.0,-1.0,3,137,62.48,492,921.50,545,0.097,releasePrevious
