timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 11:36:46,mfsweep_shard0,LRT_MMUR,42,4088.10,137,15,274,7,590,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,70,4794.1,0,0.00000,0.0,0.0,-1.0,375.31,703.88,1030.19,162.59,0,375.31,703.88,1030.19,0,-1.0,-1.0,1,163,192.32,280,404.40,0,0.000,1,0,1
2026-09-20 11:42:09,mfsweep_shard0,LRT_MMUR,43,5079.36,137,15,274,7,689,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,92,6334.9,0,0.00000,0.0,0.0,-1.0,702.76,2348.76,2984.50,241.28,0,702.76,2348.76,2984.50,0,-1.0,-1.0,1,309,430.66,476,942.38,0,0.000,1,0,1
2026-09-20 11:47:21,mfsweep_shard0,LRT_MMUR,44,4626.98,137,15,274,7,705,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,78,4454.2,0,0.00000,0.0,0.0,-1.0,853.01,2614.96,3656.58,329.07,0,853.01,2614.96,3656.58,0,-1.0,-1.0,0,259,365.86,447,734.10,0,0.000,1,0,1
2026-09-20 11:52:27,mfsweep_shard0,LRT_MMUR,45,4708.96,137,15,274,7,677,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,98,5988.3,0,0.00000,0.0,0.0,-1.0,574.99,1428.44,1911.48,213.60,0,574.99,1428.44,1911.48,0,-1.0,-1.0,4,194,243.54,304,479.78,0,0.000,1,0,1
2026-09-20 11:57:06,mfsweep_shard0,LRT_MMUR,46,4307.84,137,15,274,7,615,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,76,5036.8,0,0.00000,0.0,0.0,-1.0,433.62,1138.15,2750.55,182.25,0,433.62,1138.15,2750.55,0,-1.0,-1.0,0,215,252.84,323,495.78,0,0.000,1,0,1
2026-09-20 12:01:32,mfsweep_shard0,LRT_MMUR,47,4057.80,137,15,274,7,576,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,75,4703.4,0,0.00000,0.0,0.0,-1.0,377.13,815.39,1106.61,142.72,0,377.13,815.39,1106.61,0,-1.0,-1.0,2,209,221.14,336,468.76,0,0.000,1,0,1
2026-09-20 12:06:31,mfsweep_shard0,LRT_MMUR,48,4707.44,137,15,274,7,661,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,86,5814.5,0,0.00000,0.0,0.0,-1.0,645.55,2053.30,2606.41,224.73,0,645.55,2053.30,2606.41,0,-1.0,-1.0,3,243,361.54,408,725.68,0,0.000,1,0,1
2026-09-20 12:10:46,mfsweep_shard0,LRT_MMUR,49,4318.78,137,15,274,7,601,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,75,4993.9,0,0.00000,0.0,0.0,-1.0,453.44,1211.45,1919.17,167.66,0,453.44,1211.45,1919.17,0,-1.0,-1.0,4,213,273.60,339,538.04,0,0.000,1,0,1
2026-09-20 12:14:51,mfsweep_shard0,LRT_MMUR,50,4569.16,137,15,274,7,658,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,86,5427.8,0,0.00000,0.0,0.0,-1.0,616.21,1762.27,3396.93,230.62,0,616.21,1762.27,3396.93,0,-1.0,-1.0,3,190,299.66,379,584.96,0,0.000,1,0,1
2026-09-20 12:18:23,mfsweep_shard0,LRT_MMUR,51,4065.66,137,15,274,7,597,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,81,5610.5,0,0.00000,0.0,0.0,-1.0,451.29,956.74,1437.28,169.02,0,451.29,956.74,1437.28,0,-1.0,-1.0,1,195,272.86,353,534.02,0,0.000,1,0,1
