global_step,env,seed,seed_index,return,length,makespan,mean_flow_time,total_flow_time,jobs_exited,deadlock,timed_out,truncated
5896,1,5089572,4,-148.54621484375005,292,8050.0166015625,637.0905070754717,168828.984375,265.0,False,False,True
6212,2,3849765,4,-31.677953124999995,320,11255.015625,555.9603809366755,210708.984375,379.0,False,False,True
6216,0,5171442,4,-28.141859375000006,289,11338.515625,575.2597095300262,220324.46875,383.0,False,False,False
7020,3,9745999,6,-158.6206015625,287,8050.0166015625,668.4463521863117,175801.390625,263.0,False,False,True
7176,2,10091945,5,-91.44543750000011,241,9405.0166015625,642.6332451140065,197288.40625,307.0,False,False,True
7244,1,13438998,5,-162.21633398437496,337,7750.01708984375,579.30078125,139032.1875,240.0,False,False,True
7348,0,697011,5,-162.89092968750012,283,8500.0166015625,715.7505189114391,193968.390625,271.0,False,False,True
8300,3,5323105,7,-142.56376757812504,320,7300.01708984375,445.98467839805824,91872.84375,206.0,False,False,True
8332,2,14972788,6,-28.398031250000006,289,11342.435546875,569.915633159269,218277.6875,383.0,False,False,False
8576,1,3844538,6,-133.12692382812506,333,7300.01708984375,414.6525135869565,85833.0703125,207.0,False,False,True
8788,0,1271567,6,-32.00658886718749,360,5450.01806640625,227.17513992537314,30441.46875,134.0,False,False,True
9456,3,16443262,8,-25.304531249999982,289,11333.9951171875,561.3229030678851,214986.671875,383.0,False,False,False
9524,2,2442926,7,-151.97350390625013,298,8050.0166015625,648.6779711174242,171250.984375,264.0,False,False,True
9776,1,16048073,7,-152.93740234374997,300,8050.0166015625,659.5078712406015,175429.09375,266.0,False,False,True
10144,0,287122,7,-156.07682226562505,339,7750.01708984375,542.132713607595,128485.453125,237.0,False,False,True
10736,3,5025644,9,-33.9413125,320,11255.015625,557.0002473614776,211103.09375,379.0,False,False,True
10812,2,7322910,8,-38.235015624999974,322,11255.015625,595.3967840608466,225059.984375,378.0,False,False,True
10868,0,2948744,8,-9.265775512695313,181,3150.018798828125,165.64244570974577,9772.904296875,59.0,False,False,True
10944,1,14954282,8,-152.67491406249988,292,8050.0166015625,657.516447368421,174899.375,266.0,False,False,True
11384,3,10730618,10,-8.530069843757891,162,2700.01904296875,163.333984375,8330.033203125,51.0,False,False,True
11668,1,992813,9,-9.185874633789059,181,3150.018798828125,166.54588216145834,9992.7529296875,60.0,False,False,True
11820,0,13646277,9,-94.46892187499991,238,9405.0166015625,642.1396548202614,196494.734375,306.0,False,False,True
12188,2,1943573,9,-150.89159960937505,344,7750.01708984375,551.8729508196722,134657.0,244.0,False,False,True
12548,1,1072389,10,-126.68661718749998,220,8955.0166015625,644.5666881443299,187568.90625,291.0,False,False,True
12748,3,11554060,11,-164.30870703125004,341,7750.01708984375,576.6728639240506,136671.46875,237.0,False,False,True
12916,2,829586,10,-9.500675048828127,182,3150.018798828125,172.00329789959017,10492.201171875,61.0,False,False,True
13168,0,10898894,10,-151.6918222656249,337,7750.01708984375,543.6707175925926,132111.984375,243.0,False,False,True
13900,3,2999862,12,-153.36402343749998,288,8500.0166015625,683.4361263736264,186578.0625,273.0,False,False,True
13988,1,3973781,11,-32.05741699218749,360,5450.01806640625,228.82582465277778,30891.486328125,135.0,False,False,True
14072,2,5491851,11,-27.29887499999999,289,11338.7353515625,559.9959611618799,214478.453125,383.0,False,False,False
14368,0,15314369,11,-21.753965820312487,300,5000.01806640625,227.48614211309524,28663.25390625,126.0,False,False,True
14620,3,5380241,13,-9.190354248046877,180,3150.018798828125,164.70598847987287,9717.6533203125,59.0,False,False,True
15272,1,4215690,12,-37.450656249999994,321,11255.015625,585.3715781662269,221855.828125,379.0,False,False,True
15432,2,16056391,12,-156.21794335937503,340,7750.01708984375,568.8106352880659,138220.984375,243.0,False,False,True
15532,0,8454422,12,-148.84084374999995,291,8500.0166015625,667.3431755514706,181517.34375,272.0,False,False,True
15948,3,4149010,14,-138.48123632812496,332,7300.01708984375,426.68059329710144,88322.8828125,207.0,False,False,True
16256,0,10181593,13,-9.28163452148437,181,3150.018798828125,166.05040055614407,9796.9736328125,59.0,False,False,True
16324,2,1994260,13,-119.22527343749995,223,8955.0166015625,628.2422143470791,182818.484375,291.0,False,False,True
16412,1,13219417,13,-154.02980078125003,285,8050.0166015625,658.3997641509434,174475.9375,265.0,False,False,True
17060,1,4256688,14,-8.346390156257897,162,2700.01904296875,159.73241230085785,8146.35302734375,51.0,False,False,True
17104,3,12131058,15,-25.574656250000004,289,11348.2958984375,566.3591710182768,216915.5625,383.0,False,False,False
17216,0,16286654,14,-93.25211718750008,240,9405.0166015625,643.4624389250814,197542.96875,307.0,False,False,True
17480,2,15977340,14,-153.31664843750005,289,8050.0166015625,661.2115836466165,175882.28125,266.0,False,False,True
18212,1,15168,15,-27.564640625000003,288,11344.3759765625,554.4033534595301,212336.484375,383.0,False,False,False
18368,0,12241626,15,-140.6906562499999,288,8500.0166015625,643.3131843065694,176267.8125,274.0,False,False,True
18380,3,3484185,16,-32.449296875,319,11255.015625,566.5178158068783,214143.734375,378.0,False,False,True
18756,2,6328284,15,-32.90951562500001,319,11255.015625,560.810768469657,212547.28125,379.0,False,False,True
19364,1,659756,16,-156.96153906249998,288,8050.0166015625,671.4595518867925,177936.78125,265.0,False,False,True
19568,0,10611421,16,-23.189886230468755,300,5000.01806640625,239.10756138392858,30127.552734375,126.0,False,False,True
19660,3,1084612,17,-35.19315625,320,11255.015625,561.2209762532982,212702.75,379.0,False,False,True
20096,2,1100743,16,-130.58416992187506,335,7300.01708984375,416.96301095971563,87979.1953125,211.0,False,False,True
20552,3,14825992,18,-114.90671874999991,223,8955.0166015625,613.3316446245734,179706.171875,293.0,False,False,True
20656,1,12178355,17,-137.85268554687508,323,7300.01708984375,427.49929650473933,90202.3515625,211.0,False,False,True
20752,0,9125077,17,-135.8841484375,296,8050.0166015625,597.0366924157304,159408.796875,267.0,False,False,True
21380,1,16057645,18,-9.267694335937495,181,3150.018798828125,167.5483798668033,10220.451171875,61.0,False,False,True
21472,0,9398256,18,-9.175793823242191,180,3150.018798828125,165.72420247395834,9943.4521484375,60.0,False,False,True
21492,2,8050303,17,-141.74395507812497,349,7750.01708984375,522.8930288461538,129154.578125,247.0,False,False,True
21848,3,2773042,19,-140.0018828125,324,7300.01708984375,431.93017814009664,89409.546875,207.0,False,False,True
22104,1,10384994,19,-9.217854736328125,181,3150.018798828125,164.6048066737288,9711.68359375,59.0,False,False,True
22120,0,15688561,19,-8.372629414070397,162,2700.01904296875,160.24690755208334,8172.59228515625,51.0,False,False,True
22376,2,6508447,18,-124.79182812499992,221,8955.0166015625,645.4456615120275,187824.6875,291.0,False,False,True
22768,0,4660337,20,-8.714149921882894,162,2700.01904296875,166.94339767156862,8514.11328125,51.0,False,False,True
23104,2,4392608,19,-9.202574340820316,182,3150.018798828125,166.64754231770834,9998.8525390625,60.0,False,False,True
23128,3,15612854,20,-34.214609374999974,320,11255.015625,569.6330191798942,215321.28125,378.0,False,False,True
23484,1,8312904,20,-160.8094609375001,345,7750.01708984375,573.3814722803347,137038.171875,239.0,False,False,True
24044,0,13689592,21,-30.636031250000006,319,11255.015625,547.3427992724868,206895.578125,378.0,False,False,True
24064,2,6609341,20,-86.35867968749993,240,9405.0166015625,613.4594262295082,187105.125,305.0,False,False,True
24448,1,77933,21,-99.61891406250002,241,9405.0166015625,657.1291360294117,201081.515625,306.0,False,False,True
24560,3,15239053,21,-29.418361328125,358,5450.01806640625,208.6123553240741,28162.66796875,135.0,False,False,True
25200,0,11258731,22,-27.085359375000003,289,11353.2353515625,571.6647356396867,218947.59375,383.0,False,False,False
25232,2,8085849,21,-149.4057812500001,292,8500.0166015625,664.9329044117648,180861.75,272.0,False,False,True
25592,1,16118918,22,-158.81966406249995,286,8050.0166015625,672.200213878327,176788.65625,263.0,False,False,True
25740,3,1559425,22,-153.82943359374994,295,8050.0166015625,657.730837264151,174298.671875,265.0,False,False,True
26112,2,5770192,22,-130.4374921875,220,8955.0166015625,660.6886353806228,190939.015625,289.0,False,False,True
26624,0,55917,23,-30.977399414062486,356,5450.01806640625,222.13788200827207,30210.751953125,136.0,False,False,True
26748,1,1825979,23,-28.643000000000008,289,11336.755859375,559.3840159921671,214244.078125,383.0,False,False,False
26884,3,9087869,23,-157.77418359374994,286,8500.0166015625,700.5061813186813,191238.1875,273.0,False,False,True
27312,2,14603416,23,-19.716090332031253,300,5000.01806640625,210.68219866071428,26545.95703125,126.0,False,False,True
27516,0,6618784,24,-132.3110859374999,223,8955.0166015625,661.1323024054983,192389.5,291.0,False,False,True
27900,1,889647,24,-23.408749999999998,288,11346.255859375,546.8623939295039,209448.296875,383.0,False,False,False
28040,3,11980454,24,-25.35326562499999,289,11338.4951171875,557.8317966710183,213649.578125,383.0,False,False,False
28464,2,11171489,24,-23.70817187500002,288,11342.6552734375,550.5249673629243,210851.0625,383.0,False,False,False
28716,0,14386282,25,-21.9561064453125,300,5000.01806640625,229.492203125,28686.525390625,125.0,False,False,True
29068,1,2198200,25,-149.71226562500013,292,8500.0166015625,669.2624198717949,182708.640625,273.0,False,False,True
29176,2,10908167,25,-9.331114013671874,178,3150.018798828125,167.31988215042372,9871.873046875,59.0,False,False,True
29344,3,10260493,25,-137.487654296875,326,7300.01708984375,423.32053678229664,88473.9921875,209.0,False,False,True
29364,0,9304317,26,-8.461990742195395,162,2700.01904296875,161.99908088235293,8261.953125,51.0,False,False,True
30220,1,3791659,26,-27.668187500000002,288,11348.6552734375,563.3547650130548,215764.875,383.0,False,False,False
30544,3,2057236,26,-21.45864599609376,300,5000.01806640625,224.98787822420636,28348.47265625,126.0,False,False,True
30556,2,10137883,26,-154.06620117187492,345,7750.01708984375,549.6195987654321,133557.5625,243.0,False,False,True
30640,0,573136,27,-32.59468749999997,319,11255.015625,559.8385416666666,211618.96875,378.0,False,False,True
31380,1,12781626,27,-25.450234374999987,290,11355.85546875,572.7875326370757,219377.625,383.0,False,False,False
31520,0,12835074,28,-133.74869531250008,220,8955.0166015625,675.998073630137,197391.4375,292.0,False,False,True
31908,2,11297694,27,-165.09141406250004,338,7750.01708984375,591.1543540794979,141285.890625,239.0,False,False,True
31984,3,3647391,27,-32.43335742187502,360,5450.01806640625,232.26825310202207,31588.482421875,136.0,False,False,True
32112,1,183151,28,-9.196573608398442,183,3150.018798828125,166.36253255208334,9981.751953125,60.0,False,False,True
32556,2,5029032,28,-8.440510273445394,162,2700.01904296875,161.57791436887254,8240.4736328125,51.0,False,False,True
32720,0,12244290,29,-20.892666503906238,300,5000.01806640625,220.69867621527777,27808.033203125,126.0,False,False,True
32756,1,16085931,29,-8.458930195320399,161,2700.01904296875,162.510888671875,8125.54443359375,50.0,False,False,True
33124,3,1766765,28,-157.39061718749994,285,8500.0166015625,701.5669070512821,191527.765625,273.0,False,False,True
33884,0,14204709,30,-152.57820703124992,291,8050.0166015625,654.1133106203008,173994.140625,266.0,False,False,True
33916,1,1303676,30,-27.488937500000016,290,11338.4951171875,565.9769092689295,216769.15625,383.0,False,False,False
33920,2,1239604,29,-165.963853515625,341,7750.01708984375,587.264108649789,139181.59375,237.0,False,False,True
34568,2,5006213,30,-8.350869648445393,162,2700.01904296875,159.8202454810049,8150.83251953125,51.0,False,False,True
34576,3,15006662,29,-31.80213574218749,363,5450.01806640625,226.37942708333333,30561.22265625,135.0,False,False,True
34608,0,2955255,31,-9.37291467285156,181,3150.018798828125,168.16328456038136,9921.6337890625,59.0,False,False,True
35112,1,2148796,31,-20.459148437499994,299,5000.01806640625,217.084859375,27135.607421875,125.0,False,False,True
35216,2,14669524,31,-8.400390156257895,162,2700.01904296875,160.79122625612746,8200.3525390625,51.0,False,False,True
35936,3,3381182,30,-156.05991406249987,340,7750.01708984375,565.9295583677685,136954.953125,242.0,False,False,True
35944,2,12180600,32,-9.128114257812502,182,3150.018798828125,166.54690701844262,10159.361328125,61.0,False,False,True
35984,0,1507090,32,-159.22908593749995,344,7750.01708984375,571.3924403526971,137705.578125,241.0,False,False,True
36312,1,7777235,32,-20.64744677734375,300,5000.01806640625,218.107421875,27481.53515625,126.0,False,False,True
37144,2,14359817,33,-22.490548828124997,300,5000.01806640625,233.852859375,29231.607421875,125.0,False,False,True
37248,3,7586517,31,-139.48716210937502,328,7300.01708984375,434.10933743990387,90294.7421875,208.0,False,False,True
37256,1,9730862,33,-94.93509374999998,236,9405.0166015625,636.6953635620915,194828.78125,306.0,False,False,True
37364,0,14483107,33,-164.19049414062505,345,7750.01708984375,579.1708818855932,136684.328125,236.0,False,False,True
37984,1,11885779,34,-9.074235229492183,182,3150.018798828125,162.51837261652543,9588.583984375,59.0,False,False,True
38416,3,11078942,32,-146.14276171875005,292,8500.0166015625,653.8812614889706,177855.703125,272.0,False,False,True
38464,2,9366560,34,-137.83376562500004,330,7300.01708984375,442.4217261904762,92908.5625,210.0,False,False,True
38664,0,380588,34,-138.96719140624995,325,7300.01708984375,420.56986177884613,87478.53125,208.0,False,False,True
39136,1,5286281,35,-153.70010156250004,288,8500.0166015625,677.619522601476,183634.890625,271.0,False,False,True
39572,3,5049603,33,-25.057812499999986,289,11351.7958984375,551.1014605091384,211071.859375,383.0,False,False,False
39620,2,6390375,35,-157.36630078124992,289,8500.0166015625,695.997463099631,188615.3125,271.0,False,False,True
39784,1,6379564,36,-8.653850117195399,162,2700.01904296875,165.76104856004903,8453.8134765625,51.0,False,False,True
40104,0,9088797,35,-30.3209912109375,360,5450.01806640625,215.9195457175926,29149.138671875,135.0,False,False,True
40928,1,570509,37,-160.79132421874993,286,8050.0166015625,681.9383254716981,180713.65625,265.0,False,False,True
40928,3,4739061,34,-164.75083007812518,339,7750.01708984375,583.8932621308016,138382.703125,237.0,False,False,True
40988,2,10730497,36,-162.22610351562514,342,7750.01708984375,577.570703125,138616.96875,240.0,False,False,True
41384,0,1358078,36,-32.463906250000015,320,11255.015625,567.0831546833773,214924.515625,379.0,False,False,True
41880,1,10667517,38,-93.86992968749996,238,9405.0166015625,631.1536885245902,192501.875,305.0,False,False,True
42032,0,5035334,37,-8.402069843757895,162,2700.01904296875,161.373681640625,8068.68408203125,50.0,False,False,True
42080,3,5206977,35,-26.33554687499999,288,11334.755859375,559.8338364882507,214416.359375,383.0,False,False,False
42140,2,5925886,37,-25.055203125000013,288,11346.4951171875,539.5900783289817,206663.0,383.0,False,False,False
43212,1,5619442,39,-137.90224023437506,333,7300.01708984375,417.65450148809526,87707.4453125,210.0,False,False,True
43276,3,9795927,36,-22.808866699218747,299,5000.01806640625,235.6180400545635,29687.873046875,126.0,False,False,True
43304,0,8076060,38,-32.28021874999998,318,11255.015625,554.6770833333334,209667.9375,378.0,False,False,True
43340,2,11505908,38,-20.39660937499999,300,5000.01806640625,216.4339347718254,27270.67578125,126.0,False,False,True
44456,0,7097287,39,-23.33478125,288,11353.3759765625,544.6369941253264,208595.96875,383.0,False,False,False
44508,2,4128547,39,-157.00959765624998,292,8500.0166015625,695.118715405904,188377.171875,271.0,False,False,True
44524,1,12562074,40,-143.103716796875,328,7300.01708984375,446.6536458333333,92457.3046875,207.0,False,False,True
44640,3,5434917,37,-165.41644335937502,341,7750.01708984375,586.6601890756302,139625.125,238.0,False,False,True
45692,1,4429571,41,-153.0757187499999,292,8500.0166015625,681.2106780442805,184608.09375,271.0,False,False,True
45776,3,6359847,38,-163.55335156250007,284,8500.0166015625,714.4286458333333,192895.734375,270.0,False,False,True
45788,2,8583942,40,-32.504999999999995,320,11255.015625,560.8401951058202,211997.59375,378.0,False,False,True
45824,0,6771186,40,-166.54309179687496,342,7750.01708984375,592.8580674686192,141693.078125,239.0,False,False,True
46648,1,3809666,42,-93.64339062499998,239,9405.0166015625,631.066137295082,192475.171875,305.0,False,False,True
46892,2,13524404,41,-161.6575312500001,276,8500.0166015625,709.7278597785978,192336.25,271.0,False,False,True
47020,0,484842,41,-19.590905761718766,299,5000.01806640625,209.3232886904762,26374.734375,126.0,False,False,True
47080,3,6870310,39,-142.96869531249993,326,7300.01708984375,436.3264347956731,90755.8984375,208.0,False,False,True
47788,1,11784482,43,-162.98403515625003,285,8050.0166015625,690.5062144886364,182293.640625,264.0,False,False,True
48088,2,14380215,42,-19.68752880859375,299,5000.01806640625,211.48773871527777,26647.455078125,126.0,False,False,True
48236,3,1483035,40,-28.308250000000008,289,11337.5751953125,580.3229438642297,222263.6875,383.0,False,False,False
48444,0,99748,42,-30.288770507812494,356,5450.01806640625,216.43979779411765,29435.8125,136.0,False,False,True
49064,1,7973417,44,-35.74121875,319,11255.015625,571.1160714285714,215881.875,378.0,False,False,True
49088,0,2093884,43,-8.326269062507896,161,2700.01904296875,159.337890625,8126.232421875,51.0,False,False,True
49236,2,9448529,43,-164.9727851562501,287,8500.0166015625,725.5616351476015,196627.203125,271.0,False,False,True
49672,3,1998568,41,-31.160720703124987,359,5450.01806640625,222.14308449074073,29989.31640625,135.0,False,False,True
49712,1,7285765,45,-8.424749531257895,162,2700.01904296875,161.26888020833334,8224.712890625,51.0,False,False,True
49736,0,148904,44,-8.378470234382894,162,2700.01904296875,160.36143344056373,8178.43310546875,51.0,False,False,True
50320,3,6945390,42,-8.335949726570393,162,2700.01904296875,159.52770756740196,8135.9130859375,51.0,False,False,True
50408,2,11819086,44,-161.78278125,293,8050.0166015625,672.4548611111111,175510.71875,261.0,False,False,True
50888,0,11254504,45,-23.406781249999998,288,11341.1357421875,545.8005058746736,209041.59375,383.0,False,False,False
50912,1,14579272,46,-21.268346191406255,300,5000.01806640625,223.501224578373,28161.154296875,126.0,False,False,True
51200,3,10986873,43,-132.2653984375,220,8955.0166015625,673.8903565292096,196102.09375,291.0,False,False,True
51444,2,4263574,45,-196.30761718749991,259,8500.0166015625,525.132287289916,124981.484375,238.0,False,False,True
52244,3,14421438,44,-195.10564062499986,261,8500.0166015625,502.9272912289916,119696.6953125,238.0,False,False,True
52316,0,8823146,46,-30.68076953125,357,5450.01806640625,217.1258016557836,29094.857421875,134.0,False,False,True
52360,1,2734099,47,-30.97987988281249,362,5450.01806640625,221.18744212962963,29860.3046875,135.0,False,False,True
52576,2,13117322,46,-165.06042187499986,283,8500.0166015625,720.6108217592592,194564.921875,270.0,False,False,True
53400,3,11416685,45,-158.30951953125003,289,8050.0166015625,674.1661556603774,178654.03125,265.0,False,False,True
53452,2,601950,47,-129.96209374999995,219,8955.0166015625,653.493241782007,188859.546875,289.0,False,False,True
53616,0,10861566,47,-144.97059765625002,325,7300.01708984375,459.84720552884613,95648.21875,208.0,False,False,True
53768,1,4033464,48,-159.62575,352,7750.01708984375,573.0285807291667,137526.859375,240.0,False,False,True
54256,3,3507700,46,-154.0186484375,214,8955.0166015625,660.9787032918149,185735.015625,281.0,False,False,True
54724,2,3283622,48,-29.63793749999999,318,11255.015625,541.8473779683377,205360.15625,379.0,False,False,True
55052,0,4324201,48,-30.546088867187507,359,5450.01806640625,214.77079932369404,28779.287109375,134.0,False,False,True
55200,1,13958258,49,-30.98766015625,358,5450.01806640625,221.60072337962964,29916.09765625,135.0,False,False,True
55408,3,16476093,47,-24.131765625,288,11345.755859375,551.0899151436031,211067.4375,383.0,False,False,False
55696,0,10328295,49,-8.673929218757893,161,2700.01904296875,166.15475643382354,8473.892578125,51.0,False,False,True
56032,2,1339665,49,-146.97212890625002,327,7300.01708984375,461.3351031553398,95035.03125,206.0,False,False,True
56352,3,5672745,48,-99.37244531250002,236,9405.0166015625,655.1938638245033,197868.546875,302.0,False,False,True
56400,1,10249712,50,-20.741527343749986,300,5000.01806640625,219.4591548859127,27651.853515625,126.0,False,False,True
57064,0,12821073,50,-172.0267695312499,342,7750.01708984375,592.4410021551724,137446.3125,232.0,False,False,True
57228,2,16149736,50,-19.88764794921875,299,5000.01806640625,212.9045603918651,26825.974609375,126.0,False,False,True
57312,3,8610834,49,-94.02114843749999,240,9405.0166015625,641.1769301470588,196200.140625,306.0,False,False,True
57788,0,6443204,51,-9.370474731445306,181,3150.018798828125,169.221533203125,10153.2919921875,60.0,False,False,True
57832,1,7175754,51,-33.333298828125,358,5450.01806640625,238.3915943287037,32182.865234375,135.0,False,False,True
58512,3,5461901,50,-21.131269042968757,300,5000.01806640625,221.81837487599208,27949.115234375,126.0,False,False,True
58612,2,2946278,51,-162.46283398437512,346,7750.01708984375,591.7485853909465,143794.90625,243.0,False,False,True
59088,0,7738371,52,-144.29441406249995,325,7300.01708984375,447.0758115898058,92097.6171875,206.0,False,False,True
59204,1,10771603,52,-165.91872460937515,343,7750.01708984375,596.5371744791667,143168.921875,240.0,False,False,True
59488,2,6126431,52,-120.91930468750003,219,9405.0166015625,691.0559375,207316.78125,300.0,False,False,True
59732,0,16730434,53,-8.519669453132897,161,2700.01904296875,163.1300551470588,8319.6328125,51.0,False,False,True
59916,3,2855020,51,-162.64013867187504,351,7750.01708984375,583.155078125,139957.21875,240.0,False,False,True
60352,2,5577188,53,-146.73111718750002,216,8955.0166015625,651.7269736842105,185742.1875,285.0,False,False,True
60648,1,3890821,53,-31.187877929687513,361,5450.01806640625,223.86803481158088,30446.052734375,136.0,False,False,True
60860,0,13507427,54,-158.51469140625017,282,8500.0166015625,700.5092013888889,189137.484375,270.0,False,False,True
61040,3,14527747,52,-163.72291406249994,281,8050.0166015625,683.6054985687023,179104.640625,262.0,False,False,True
61552,2,4068600,54,-21.90630517578122,300,5000.01806640625,229.092671875,28636.583984375,125.0,False,False,True
61788,1,6581532,54,-163.86664453125005,285,8050.0166015625,686.5733127376426,180568.78125,263.0,False,False,True
62136,0,16455877,55,-33.111953125,319,11255.015625,568.1005291005291,214742.0,378.0,False,False,True
62428,2,996639,55,-130.5085234375001,219,8955.0166015625,654.7940095155709,189235.46875,289.0,False,False,True
62440,3,1951816,53,-160.80188085937485,350,7750.01708984375,576.734112394958,137262.71875,238.0,False,False,True
62512,1,4285688,55,-9.398694702148427,181,3150.018798828125,169.60437825520833,10176.2626953125,60.0,False,False,True
63144,2,11046978,56,-9.201234863281254,179,3150.018798828125,166.59855143229166,9995.9130859375,60.0,False,False,True
63360,3,5327792,54,-111.48418750000005,230,9405.0166015625,696.4602226307189,213116.828125,306.0,False,False,True
63404,0,6373549,56,-30.751031250000004,317,11255.015625,549.6126818783068,207753.59375,378.0,False,False,True
63936,1,9957793,56,-31.270092773437486,356,5450.01806640625,221.38956766917292,29444.8125,133.0,False,False,True
64300,2,11838466,57,-161.3044296875001,289,8050.0166015625,684.1148200757576,180606.3125,264.0,False,False,True
64560,0,11504630,57,-27.119921875,289,11341.7958984375,558.4780923629243,213897.109375,383.0,False,False,False
64632,3,2343927,55,-36.28026562500005,318,11255.015625,566.654799403183,213628.859375,377.0,False,False,True
64808,1,5813338,57,-134.81240624999995,218,8955.0166015625,664.1533845155709,191940.328125,289.0,False,False,True
65456,1,13277524,58,-8.579688984382893,162,2700.01904296875,164.3069087009804,8379.65234375,51.0,False,False,True
65592,3,9146520,56,-101.67732812499996,240,9405.0166015625,662.4540562913908,200061.125,302.0,False,False,True
65672,2,13820037,58,-167.20861132812504,343,7750.01708984375,585.5682531380753,139950.8125,239.0,False,False,True
65724,0,15940537,58,-157.20894921875,291,8500.0166015625,694.9696116727941,189031.734375,272.0,False,False,True
66172,1,10239211,59,-9.403054931640627,179,3150.018798828125,169.98387044270834,10199.0322265625,60.0,False,False,True
66444,0,10916391,59,-9.355814086914059,180,3150.018798828125,167.74564684851694,9896.9931640625,59.0,False,False,True
67028,3,7951597,57,-32.38642871093748,359,5450.01806640625,229.7997609608209,30793.16796875,134.0,False,False,True
67044,2,16146189,59,-167.25290039062483,343,7750.01708984375,583.0339645127119,137596.015625,236.0,False,False,True
67368,1,14742518,60,-21.562406738281243,299,5000.01806640625,225.7839161706349,28448.7734375,126.0,False,False,True
67872,0,14099682,60,-33.19979785156247,357,5450.01806640625,236.11609433302237,31639.556640625,134.0,False,False,True
68184,3,8422531,58,-28.68303124999999,289,11342.9755859375,570.2024722584856,218387.546875,383.0,False,False,False
68364,2,2702515,60,-144.866943359375,330,7300.01708984375,438.57348278985506,90784.7109375,207.0,False,False,True
68528,1,10754305,61,-32.402484375000014,290,11347.2158203125,580.8484415796345,222464.953125,383.0,False,False,False
69244,2,3009861,61,-133.77014843749996,220,8955.0166015625,667.668901384083,192956.3125,289.0,False,False,True
69324,0,11553335,61,-31.51901269531252,363,5450.01806640625,223.93185925839552,30006.869140625,134.0,False,False,True
69480,3,7135603,59,-144.0703828125001,324,7300.01708984375,444.9130284926471,90762.2578125,204.0,False,False,True
69684,1,5839120,62,-27.69753125,289,11337.115234375,567.5829389686684,217384.265625,383.0,False,False,False
69884,2,15724063,62,-8.672869648445396,160,2700.01904296875,166.13398054534315,8472.8330078125,51.0,False,False,True
70332,1,8079603,63,-8.459890156257895,162,2700.01904296875,161.95789292279412,8259.8525390625,51.0,False,False,True
70532,2,10919103,63,-8.420069843757899,162,2700.01904296875,161.17712162990196,8220.033203125,51.0,False,False,True
70688,0,11814137,62,-168.80194140625008,341,7750.01708984375,604.6374215481171,144508.34375,239.0,False,False,True
70748,3,115004,60,-40.125187499999996,317,11255.015625,576.440774204244,217318.171875,377.0,False,False,True
71216,1,6934345,64,-137.56271093749993,221,8955.0166015625,672.603515625,193709.8125,288.0,False,False,True
71856,2,9910693,64,-141.17527148437506,331,7300.01708984375,442.9290894138756,92572.1796875,209.0,False,False,True
