global_step,env,seed,seed_index,return,length,makespan,mean_flow_time,total_flow_time,jobs_exited,deadlock,timed_out
368,0,-1,-1,-5.15097783213854,92,558.6197509765625,343.41852213541665,5151.27783203125,15.0,False,False
368,1,-1,-1,-5.15097783213854,92,558.6197509765625,343.41852213541665,5151.27783203125,15.0,False,False
368,2,-1,-1,-5.15097783213854,92,558.6197509765625,343.41852213541665,5151.27783203125,15.0,False,False
368,3,-1,-1,-5.15097783213854,92,558.6197509765625,343.41852213541665,5151.27783203125,15.0,False,False
496,0,14272600,0,-2.609558994203806,32,498.23980712890625,326.2148742675781,2609.718994140625,8.0,False,False
496,1,8765120,0,-2.408798984438181,32,492.2798156738281,301.119873046875,2408.958984375,8.0,False,False
496,2,16432874,0,-3.074898837953806,32,501.8998107910156,384.3823547363281,3075.058837890625,8.0,False,False
496,3,8458037,0,-2.731538974672556,32,509.1798095703125,341.4623718261719,2731.698974609375,8.0,False,False
624,0,10690074,1,-2.5258190039694313,32,513.2398071289062,315.74737548828125,2525.97900390625,8.0,False,False
624,1,14928442,1,-2.9868988379538064,32,526.6597900390625,373.3823547363281,2987.058837890625,8.0,False,False
624,2,1365194,1,-3.0430187110006814,32,496.8998107910156,380.3973388671875,3043.1787109375,8.0,False,False
624,3,15016201,1,-2.708978916078806,32,513.77978515625,338.6423645019531,2709.138916015625,8.0,False,False
752,0,8580335,2,-2.626079013735056,32,510.47979736328125,328.2798767089844,2626.239013671875,8.0,False,False
752,1,16658978,2,-2.612038974672556,32,513.7598266601562,326.5248718261719,2612.198974609375,8.0,False,False
752,2,4820650,2,-2.792438877016306,32,520.3397827148438,349.0748596191406,2792.598876953125,8.0,False,False
752,3,16016265,2,-2.651598789125681,32,518.9797973632812,331.4698486328125,2651.7587890625,8.0,False,False
880,0,4533572,3,-2.637879062563181,32,511.5198059082031,329.7548828125,2638.0390625,8.0,False,False
880,1,9351654,3,-2.742298984438181,32,518.3598022460938,342.807373046875,2742.458984375,8.0,False,False
880,2,6757761,3,-2.6306988867819308,32,496.11981201171875,328.85736083984375,2630.85888671875,8.0,False,False
880,3,14436754,3,-2.731778964906931,32,496.6398010253906,341.49237060546875,2731.93896484375,8.0,False,False
1008,0,5171442,4,-3.0551788672506803,32,530.9797973632812,381.9173583984375,3055.3388671875,8.0,False,False
1008,1,5089572,4,-2.879738925844431,32,540.4597778320312,359.98736572265625,2879.89892578125,8.0,False,False
1008,2,3849765,4,-2.759038974672556,32,508.3797912597656,344.8998718261719,2759.198974609375,8.0,False,False
1008,3,11703967,4,-2.6848990820944314,32,522.77978515625,335.63238525390625,2685.05908203125,8.0,False,False
1136,0,697011,5,-2.5030589942038057,32,495.59979248046875,312.9023742675781,2503.218994140625,8.0,False,False
1136,1,13438998,5,-2.672339023500681,32,528.2398071289062,334.0623779296875,2672.4990234375,8.0,False,False
1136,2,10091945,5,-2.715418857485056,32,515.0797729492188,339.4473571777344,2715.578857421875,8.0,False,False
1136,3,5398561,5,-2.600139072328806,32,515.4398193359375,325.0373840332031,2600.299072265625,8.0,False,False
1264,0,1271567,6,-2.500679111391306,32,496.559814453125,312.6048889160156,2500.839111328125,8.0,False,False
1264,1,3844538,6,-2.6497189063131805,32,518.1597900390625,331.23486328125,2649.87890625,8.0,False,False
1264,2,14972788,6,-2.818478916078806,32,526.9398193359375,352.3298645019531,2818.638916015625,8.0,False,False
1264,3,9745999,6,-2.7871588477194305,32,511.5198059082031,348.41485595703125,2787.31884765625,8.0,False,False
1392,0,287122,7,-2.805238925844431,32,497.3197937011719,350.67486572265625,2805.39892578125,8.0,False,False
1392,1,16048073,7,-2.6869789160788065,32,513.31982421875,335.8923645019531,2687.138916015625,8.0,False,False
1392,2,2442926,7,-2.873218906313181,32,521.77978515625,359.17236328125,2873.37890625,8.0,False,False
1392,3,5323105,7,-2.646138828188181,32,510.73980712890625,330.787353515625,2646.298828125,8.0,False,False
1520,0,2948744,8,-2.4572789649069313,32,496.4598083496094,307.17987060546875,2457.43896484375,8.0,False,False
1520,1,14954282,8,-2.633938877016306,32,496.559814453125,329.2623596191406,2634.098876953125,8.0,False,False
1520,2,7322910,8,-2.6427389258444314,32,515.3997802734375,330.36236572265625,2642.89892578125,8.0,False,False
1520,3,16443262,8,-2.6802389258444315,32,496.6398010253906,335.04986572265625,2680.39892578125,8.0,False,False
1648,0,13646277,9,-2.577139072328807,32,513.6798095703125,322.1623840332031,2577.299072265625,8.0,False,False
1648,1,992813,9,-2.694859043031931,32,518.9797973632812,336.87738037109375,2695.01904296875,8.0,False,False
1648,2,1943573,9,-2.541659091860056,32,508.4197998046875,317.7273864746094,2541.819091796875,8.0,False,False
1648,3,5025644,9,-2.5748790625631814,32,496.8197937011719,321.8798828125,2575.0390625,8.0,False,False
1776,0,10898894,10,-2.5143590430319307,32,503.71978759765625,314.31488037109375,2514.51904296875,8.0,False,False
1776,1,1072389,10,-2.5052389258444308,32,515.27978515625,313.17486572265625,2505.39892578125,8.0,False,False
1776,2,829586,10,-2.5738790625631807,32,510.9997863769531,321.7548828125,2574.0390625,8.0,False,False
1776,3,10730618,10,-2.6522389258444314,32,513.6597900390625,331.54986572265625,2652.39892578125,8.0,False,False
1904,0,15314369,11,-2.577718906313181,32,515.0797729492188,322.23486328125,2577.87890625,8.0,False,False
1904,1,3973781,11,-2.9381388281881815,32,520.9398193359375,367.287353515625,2938.298828125,8.0,False,False
1904,2,5491851,11,-2.666879062563181,32,521.77978515625,333.3798828125,2667.0390625,8.0,False,False
1904,3,11554060,11,-2.794458896547556,32,529.4398193359375,349.3273620605469,2794.618896484375,8.0,False,False
2032,0,8454422,12,-2.745858798891306,32,509.1597900390625,343.2523498535156,2746.018798828125,8.0,False,False
2032,1,4215690,12,-2.636458896547556,32,514.6397705078125,329.5773620605469,2636.618896484375,8.0,False,False
2032,2,16056391,12,-2.754878818422556,32,519.519775390625,344.3798522949219,2755.038818359375,8.0,False,False
2032,3,2999862,12,-2.6654789160788055,32,517.2197875976562,333.2048645019531,2665.638916015625,8.0,False,False
2160,0,10181593,13,-2.624798984438181,32,503.71978759765625,328.119873046875,2624.958984375,8.0,False,False
2160,1,13219417,13,-2.787398837953806,32,518.6798095703125,348.4448547363281,2787.558837890625,8.0,False,False
2160,2,1994260,13,-2.6078990820944306,32,518.8798217773438,326.00738525390625,2608.05908203125,8.0,False,False
2160,3,5380241,13,-2.626339023500681,32,510.6597900390625,328.3123779296875,2626.4990234375,8.0,False,False
2288,0,16286654,14,-2.6792789649069313,32,526.7197875976562,334.92987060546875,2679.43896484375,8.0,False,False
2288,1,4256688,14,-2.708319003969431,32,515.4398193359375,338.55987548828125,2708.47900390625,8.0,False,False
2288,2,15977340,14,-2.796339023500681,32,513.3598022460938,349.5623779296875,2796.4990234375,8.0,False,False
2288,3,4149010,14,-2.4975589942038066,32,515.77978515625,312.2148742675781,2497.718994140625,8.0,False,False
2416,0,12241626,15,-2.522758945375681,32,496.559814453125,315.3648681640625,2522.9189453125,8.0,False,False
2416,1,15168,15,-2.598079013735056,32,518.6798095703125,324.7798767089844,2598.239013671875,8.0,False,False
2416,2,6328284,15,-2.830359043031931,32,525.1198120117188,353.81488037109375,2830.51904296875,8.0,False,False
2416,3,12131058,15,-2.770218906313181,32,518.9998168945312,346.29736328125,2770.37890625,8.0,False,False
2544,0,10611421,16,-2.566139072328806,32,514.5797729492188,320.7873840332031,2566.299072265625,8.0,False,False
2544,1,659756,16,-2.467619052797556,32,496.6398010253906,308.4723815917969,2467.779052734375,8.0,False,False
2544,2,1100743,16,-2.624798984438181,32,503.71978759765625,328.119873046875,2624.958984375,8.0,False,False
2544,3,3484185,16,-2.528238925844431,32,508.4197998046875,316.04986572265625,2528.39892578125,8.0,False,False
2672,0,9125077,17,-2.9403988379538055,32,534.9998168945312,367.5698547363281,2940.558837890625,8.0,False,False
2672,1,12178355,17,-2.696879062563181,32,529.4597778320312,337.1298828125,2697.0390625,8.0,False,False
2672,2,8050303,17,-2.6156388281881813,32,515.3997802734375,326.974853515625,2615.798828125,8.0,False,False
2672,3,1084612,17,-2.781438877016306,32,497.059814453125,347.6998596191406,2781.598876953125,8.0,False,False
2800,0,9398256,18,-2.5065589942038056,32,513.2598266601562,313.3398742675781,2506.718994140625,8.0,False,False
2800,1,16057645,18,-2.5976188086569305,32,513.019775390625,324.72235107421875,2597.77880859375,8.0,False,False
2800,2,6508447,18,-2.5615790137350563,32,501.6597900390625,320.2173767089844,2561.739013671875,8.0,False,False
2800,3,14825992,18,-2.6852189063131813,32,526.2398071289062,335.67236328125,2685.37890625,8.0,False,False
2928,0,15688561,19,-2.5358190039694315,32,510.9997863769531,316.99737548828125,2535.97900390625,8.0,False,False
2928,1,10384994,19,-2.4704791602194307,32,496.559814453125,308.82989501953125,2470.63916015625,8.0,False,False
2928,2,4392608,19,-2.4772789649069313,32,503.73980712890625,309.67987060546875,2477.43896484375,8.0,False,False
2928,3,2773042,19,-2.629898837953806,32,513.77978515625,328.7573547363281,2630.058837890625,8.0,False,False
3056,0,4660337,20,-2.727798984438181,32,538.1198120117188,340.994873046875,2727.958984375,8.0,False,False
3056,1,8312904,20,-2.711158847719431,32,511.23980712890625,338.91485595703125,2711.31884765625,8.0,False,False
3056,2,6609341,20,-2.6153390235006806,32,513.3598022460938,326.9373779296875,2615.4990234375,8.0,False,False
3056,3,15612854,20,-2.6077789649069305,32,511.6997985839844,325.99237060546875,2607.93896484375,8.0,False,False
3184,0,13689592,21,-2.6053390235006813,32,512.2998046875,325.6873779296875,2605.4990234375,8.0,False,False
3184,1,77933,21,-2.657158847719431,32,515.1798095703125,332.16485595703125,2657.31884765625,8.0,False,False
3184,2,8085849,21,-2.5119588965475557,32,514.5797729492188,314.0148620605469,2512.118896484375,8.0,False,False
3184,3,15239053,21,-2.703958896547556,32,522.77978515625,338.0148620605469,2704.118896484375,8.0,False,False
3312,0,11258731,22,-2.5145990332663057,32,503.71978759765625,314.3448791503906,2514.759033203125,8.0,False,False
3312,1,16118918,22,-2.6034588965475556,32,513.519775390625,325.4523620605469,2603.618896484375,8.0,False,False
3312,2,5770192,22,-2.536399082094431,32,508.3797912597656,317.06988525390625,2536.55908203125,8.0,False,False
3312,3,1559425,22,-2.816038974672556,32,515.5797729492188,352.0248718261719,2816.198974609375,8.0,False,False
3440,0,55917,23,-2.566319003969431,32,496.6398010253906,320.80987548828125,2566.47900390625,8.0,False,False
3440,1,1825979,23,-2.5788790625631814,32,501.6597900390625,322.3798828125,2579.0390625,8.0,False,False
3440,2,14603416,23,-2.684778964906931,32,503.73980712890625,335.61737060546875,2684.93896484375,8.0,False,False
3440,3,9087869,23,-2.6099188574850563,32,513.4797973632812,326.2598571777344,2610.078857421875,8.0,False,False
3568,0,6618784,24,-2.587698886781931,32,515.4398193359375,323.48236083984375,2587.85888671875,8.0,False,False
3568,1,889647,24,-2.4627789649069314,32,496.8998107910156,307.86737060546875,2462.93896484375,8.0,False,False
3568,2,11171489,24,-2.6720990332663064,32,526.7197875976562,334.0323791503906,2672.259033203125,8.0,False,False
3568,3,11980454,24,-2.599819003969431,32,508.11981201171875,324.99737548828125,2599.97900390625,8.0,False,False
3696,0,14386282,25,-2.570119052797556,32,517.4797973632812,321.2848815917969,2570.279052734375,8.0,False,False
3696,1,2198200,25,-2.593419101625681,32,518.27978515625,324.1973876953125,2593.5791015625,8.0,False,False
3696,2,10908167,25,-2.6110589942038063,32,496.559814453125,326.4023742675781,2611.218994140625,8.0,False,False
3696,3,10260493,25,-2.715558994203806,32,519.31982421875,339.4648742675781,2715.718994140625,8.0,False,False
3824,0,9304317,26,-2.6131988867819307,32,518.0997924804688,326.66986083984375,2613.35888671875,8.0,False,False
3824,1,3791659,26,-2.7225790137350563,32,519.81982421875,340.3423767089844,2722.739013671875,8.0,False,False
3824,2,10137883,26,-2.4977589453756814,32,497.3998107910156,312.2398681640625,2497.9189453125,8.0,False,False
3824,3,2057236,26,-2.626438877016306,32,510.9997863769531,328.3248596191406,2626.598876953125,8.0,False,False
3952,0,573136,27,-2.4618990820944306,32,496.559814453125,307.75738525390625,2462.05908203125,8.0,False,False
3952,1,12781626,27,-2.5788790625631814,32,501.6597900390625,322.3798828125,2579.0390625,8.0,False,False
3952,2,11297694,27,-2.686859043031931,32,513.0997924804688,335.87738037109375,2687.01904296875,8.0,False,False
3952,3,3647391,27,-2.5868190039694308,32,516.7998046875,323.37237548828125,2586.97900390625,8.0,False,False
4080,0,12835074,28,-2.491879062563181,32,515.27978515625,311.5048828125,2492.0390625,8.0,False,False
4080,1,183151,28,-2.565439121156931,32,515.0797729492188,320.69989013671875,2565.59912109375,8.0,False,False
4080,2,5029032,28,-2.533218906313181,32,496.8197937011719,316.67236328125,2533.37890625,8.0,False,False
4080,3,1766765,28,-2.888718906313181,32,521.77978515625,361.10986328125,2888.87890625,8.0,False,False
4208,0,12244290,29,-2.703798984438181,32,526.9398193359375,337.994873046875,2703.958984375,8.0,False,False
4208,1,16085931,29,-2.4627789649069314,32,496.8998107910156,307.86737060546875,2462.93896484375,8.0,False,False
