timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time
2026-09-09 01:07:09,l008_baseline,FIFO_SRWT,42,30000.01,243,15,1574,7,3120,-0.7646,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,233,0.008,125.0,128.5,29942.6,674.84,890.68,963.58,318.3,8,1640.28,931.36,30000.01,0,-1.0
2026-09-09 01:21:25,l008_baseline,FIFO_SRWT,43,30000.01,249,15,1604,7,3164,-0.6505,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,239,0.008,125.0,125.4,29971.8,682.31,891.12,1003.12,328.48,7,1506.5,937.7,30000.01,0,-1.0
2026-09-09 01:36:05,l008_baseline,FIFO_SRWT,44,30000.01,258,15,1674,7,3335,-0.6057,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,248,0.008,125.0,120.5,29874.7,691.4,923.0,1023.96,331.38,3,1032.19,926.14,30000.01,0,-1.0
2026-09-09 01:50:04,l008_mf_low,FIFO_SRWT,42,30000.01,243,15,1559,7,3087,-0.7835,100.0,single,fixed,mf+arr,1.5,100000.0,90270.0,4.0,0.5,13,830.1,233,0.008,125.0,128.5,29942.6,665.98,898.48,997.72,312.59,8,1631.71,936.22,30000.01,0,-1.0
2026-09-09 02:04:23,l008_mf_low,FIFO_SRWT,43,30000.01,249,15,1596,7,3145,-0.6596,100.0,single,fixed,mf+arr,1.5,100000.0,90270.0,4.0,0.5,9,451.0,239,0.008,125.0,125.4,29971.8,675.72,897.96,1156.8,327.98,7,1500.1,955.19,30000.01,0,-1.0
2026-09-09 02:18:41,l008_mf_low,FIFO_SRWT,44,30000.01,258,15,1672,7,3331,-0.6111,100.0,single,fixed,mf+arr,1.5,100000.0,90270.0,4.0,0.5,6,382.6,248,0.008,125.0,120.5,29874.7,692.42,921.67,1046.83,328.83,3,1033.2,928.5,30000.01,0,-1.0
2026-09-09 02:32:22,l008_mf_high,FIFO_SRWT,42,30000.01,243,15,1559,7,3098,-0.7832,100.0,single,fixed,mf+arr,1.5,33000.0,29789.1,4.0,0.5,27,1799.1,233,0.008,125.0,128.5,29942.6,669.8,891.92,1015.44,315.27,9,1756.11,944.58,30000.01,0,-1.0
2026-09-09 02:46:23,l008_mf_high,FIFO_SRWT,43,30000.01,249,15,1596,7,1499,-0.6592,100.0,single,fixed,mf+arr,1.5,33000.0,29789.1,4.0,0.5,13,751.6,239,0.008,125.0,125.4,29971.8,793.69,971.47,2957.02,437.06,201,24369.88,30000.01,30000.01,0,-1.0
2026-09-09 03:00:48,l008_mf_high,FIFO_SRWT,44,30000.01,258,15,1672,7,3338,-0.611,100.0,single,fixed,mf+arr,1.5,33000.0,29789.1,4.0,0.5,14,1132.8,248,0.008,125.0,120.5,29874.7,698.24,960.31,1056.46,334.67,3,1038.95,973.46,30000.01,0,-1.0
2026-09-09 03:19:36,l008_burst,FIFO_SRWT,42,30000.01,710,15,4611,7,6126,-0.4067,100.0,single,fixed,arr+burst,0.0,0.0,0.0,0.0,0.0,0,0.0,700,0.008,125.0,42.8,29940.3,5675.56,9399.71,10023.18,5263.82,260,14583.11,30000.01,30000.01,0,-1.0
