timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 12:15:54,mfsweep_shard0,LRT_MMUR,42,4167.44,137,15,274,9,588,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,71,4843.2,0,0.00000,0.0,0.0,-1.0,413.79,838.91,1539.70,153.35,0,413.79,838.91,1539.70,0,-1.0,-1.0,0,464,501.40,727,1116.38,0,0.000,1,1,1
2026-09-20 12:19:56,mfsweep_shard0,LRT_MMUR,43,4520.82,137,15,274,9,649,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,78,5402.9,0,0.00000,0.0,0.0,-1.0,579.29,1596.82,2137.66,204.90,0,579.29,1596.82,2137.66,0,-1.0,-1.0,2,468,643.62,697,1426.50,0,0.000,1,1,1
2026-09-20 12:24:05,mfsweep_shard0,LRT_MMUR,44,4758.82,137,15,274,9,676,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,82,4789.9,0,0.00000,0.0,0.0,-1.0,606.08,2114.50,2922.23,220.45,0,606.08,2114.50,2922.23,0,-1.0,-1.0,0,536,775.66,799,1624.16,0,0.000,1,1,1
2026-09-20 12:27:40,mfsweep_shard0,LRT_MMUR,45,3981.58,137,15,274,9,631,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,81,4913.7,0,0.00000,0.0,0.0,-1.0,449.05,1090.08,1577.01,182.19,0,449.05,1090.08,1577.01,0,-1.0,-1.0,4,392,523.92,618,1040.84,0,0.000,1,1,1
2026-09-20 12:31:15,mfsweep_shard0,LRT_MMUR,46,3993.46,137,15,274,9,590,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,73,4842.5,0,0.00000,0.0,0.0,-1.0,376.23,936.48,2022.40,155.50,0,376.23,936.48,2022.40,0,-1.0,-1.0,2,471,491.58,706,1090.38,0,0.000,1,1,1
2026-09-20 12:35:10,mfsweep_shard0,LRT_MMUR,47,4284.90,137,15,274,9,616,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,78,4890.3,0,0.00000,0.0,0.0,-1.0,498.87,1472.83,2278.64,200.79,0,498.87,1472.83,2278.64,0,-1.0,-1.0,1,536,743.60,778,1480.34,0,0.000,1,1,1
2026-09-20 12:39:30,mfsweep_shard0,LRT_MMUR,48,4786.30,137,15,274,9,687,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,86,5814.5,0,0.00000,0.0,0.0,-1.0,736.57,2291.16,3345.52,261.13,0,736.57,2291.16,3345.52,0,-1.0,-1.0,1,503,820.36,775,1527.98,0,0.000,1,1,1
2026-09-20 12:43:36,mfsweep_shard0,LRT_MMUR,49,4517.48,137,15,274,9,631,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,80,5293.3,0,0.00000,0.0,0.0,-1.0,538.77,1259.09,3747.97,192.54,0,538.77,1259.09,3747.97,0,-1.0,-1.0,4,518,663.26,784,1387.98,0,0.000,1,1,1
2026-09-20 12:47:49,mfsweep_shard0,LRT_MMUR,50,4659.50,137,15,274,9,663,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,87,5468.5,0,0.00000,0.0,0.0,-1.0,587.05,1659.24,2993.53,221.10,0,587.05,1659.24,2993.53,0,-1.0,-1.0,4,556,756.48,795,1491.36,0,0.000,1,1,1
2026-09-20 12:51:44,mfsweep_shard0,LRT_MMUR,51,4342.50,137,15,274,9,623,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,84,5787.0,0,0.00000,0.0,0.0,-1.0,443.88,1014.88,1510.30,179.59,0,443.88,1014.88,1510.30,0,-1.0,-1.0,3,422,512.72,671,1110.74,0,0.000,1,1,1
